Bankrupt, ROA(B) before interest and depreciation after tax, Persistent EPS in the Last Four Seasons, Revenue Per Share (Yuan ¥), Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Interest Expense Ratio, Borrowing dependency, Net profit before tax/Paid-in capital, Operating profit per person, Net Income to Total Assets, Net Income to Stockholder's Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Working Capital/Equity, Non-industry income and expenditure/revenue
0,0.525028106,0.213576629,0.015427197,0.000451699,0.264026233,0.631589636,0.376271296,0.17669859,0.392596278,0.811257383,0.841252149,0.027114608,0.566339248,0.732100099,0.303743022
0,0.51710477,0.209794838,0.011252779,0.000415565,0.26349939,0.628333174,0.377688259,0.163471835,0.393206847,0.784384879,0.839028885,0.026385277,0.562016229,0.732034174,0.303212493
0,0.529310991,0.2149948,0.021204834,0.000434106,0.263844402,0.63401289,0.377008296,0.170778976,0.397865268,0.797743521,0.840205746,0.028425545,0.568218589,0.734718521,0.303448633
0,0.530863537,0.215372979,0.025197755,0.000448181,0.264065086,0.633241325,0.372061787,0.169662921,0.393240768,0.798173898,0.840192796,0.029087604,0.568609256,0.7362294,0.303508332
0,0.544140479,0.212253002,0.01553307,0.000443315,0.263811766,0.632810167,0.373058246,0.17031144,0.391363832,0.80137157,0.840385757,0.028872766,0.56850055,0.734779649,0.303583742
0,0.549226404,0.221612934,0.022641681,0.000463228,0.264144346,0.631229024,0.374405871,0.182128045,0.407464779,0.815731085,0.841573617,0.026907691,0.565658865,0.733482749,0.303441623
0,0.541517212,0.220667486,0.003629929,0.000461531,0.264071303,0.631236901,0.372736159,0.175680567,0.392471902,0.811426301,0.840978536,0.027016825,0.566045079,0.731702194,0.30440576
0,0.559077038,0.225489269,0.022142565,0.000447207,0.263699093,0.631308475,0.373331126,0.18026544,0.397401687,0.81356776,0.841197467,0.0269856,0.565941458,0.734876803,0.303528877
0,0.576422721,0.228325612,0.054494306,0.000464077,0.264240701,0.631594088,0.377794503,0.182022472,0.41638588,0.816256592,0.841802241,0.027130516,0.566383205,0.731997446,0.303502531
0,0.552920392,0.222842016,0.020811592,0.000451799,0.264149785,0.631025602,0.371372877,0.176525149,0.393715655,0.807572629,0.84082036,0.026877363,0.565538444,0.734631403,0.303489721
0,0.538947481,0.220572941,0.011615772,0.000448929,0.264050322,0.630616704,0.369637181,0.175929417,0.400658058,0.806666538,0.840770515,0.026792271,0.565163703,0.733431042,0.303528877
0,0.545853632,0.222842016,0.04126019,0.000456316,0.263987381,0.630916357,0.370670547,0.181652967,0.400680672,0.813580403,0.841274522,0.026862286,0.565476168,0.738453725,0.303491172
0,0.57235398,0.225772903,0.032714733,0.000453596,0.263942311,0.631849564,0.375735602,0.180122163,0.395038556,0.809900026,0.84128167,0.027169552,0.566486947,0.733028924,0.303395701
0,0.539804058,0.219532949,0.030945143,0.000449154,0.264047214,0.63399611,0.388924428,0.174368449,0.394868954,0.799841684,0.840598891,0.028758633,0.568436518,0.730144408,0.303480295
0,0.549172868,0.218492956,0.049609026,0.000455318,0.263970285,0.633433789,0.38553915,0.175152703,0.39757129,0.802637951,0.840860319,0.028520302,0.568285889,0.730963513,0.303439448
0,0.522511912,0.212442091,0.007940469,0.000432809,0.264344049,0.617627841,0.378099816,0.165794435,0.394552362,0.78812564,0.839285132,0.02574873,0.19863179,0.730386435,0.30315666
0,0.568178168,0.223882008,0.01987386,0.000445885,0.263974171,0.631300941,0.372056195,0.179413317,0.39653106,0.811328898,0.841074766,0.026953884,0.565830777,0.731279326,0.303420112
0,0.568178168,0.221612934,0.020191479,0.000461606,0.26364703,0.631138615,0.371134666,0.177550713,0.402523688,0.812826429,0.840991944,0.026911796,0.565674689,0.735445478,0.303444765
0,0.550671878,0.221896568,0.017574905,0.000459909,0.26390035,0.631356077,0.371953306,0.177354649,0.39377219,0.809661363,0.840973026,0.026991378,0.56596102,0.734750229,0.303671721
1,0.505594518,0.200151272,0.01119228,0.000401067,0.2640138,0.625067807,0.392383517,0.157016816,0.390176613,0.777094466,0.837052996,0.026050062,0.553328486,0.726919903,0.303051763
1,0.517051234,0.206013047,0.038855362,0.000401291,0.264187084,0.638738853,0.405124999,0.167310158,0.391917867,0.791982245,0.839162226,0.022761802,0.57198855,0.7145055,0.303501323
1,0.054820922,0.084239387,0.045842975,0.000154243,0.256151557,0.630522527,0.262035237,0.072453058,0.370208724,0.525650952,1,0.026763138,0.565021156,0.762552185,0.302759791
1,0.453450399,0.175002364,0.041895428,0.000350634,0.264125696,0.629853358,0.391787431,0.140351406,0.368761448,0.746585997,0.831081516,0.026590329,0.563976127,0.719909603,0.303466035
0,0.536431286,0.215656613,0.028086574,0.00044883,0.264239146,0.634265626,0.38224446,0.169836362,0.393749576,0.797585081,0.840279753,0.032352933,0.569392706,0.728449408,0.303450808
0,0.540339419,0.22095112,0.062238154,0.000406108,0.263798556,0.631739976,0.37787167,0.174609758,0.396022252,0.804705531,0.840817533,0.027157284,0.566454958,0.733232935,0.303501565
0,0.527811981,0.215089345,0.021628326,0.000446284,0.263933764,0.631123204,0.369637181,0.16998718,0.39190656,0.797389747,0.840118267,0.026881827,0.565556569,0.735300525,0.303550146
0,0.547459714,0.218871135,0.073294312,0.000417661,0.263503275,0.628856112,0.374532246,0.163690521,0.393319916,0.786042687,0.839257203,0.026487426,0.563125995,0.738707427,0.303462651
0,0.516141121,0.210551196,0.015412073,0.000438973,0.263807104,0.632257435,0.37558015,0.172664203,0.393285995,0.802978469,0.840577257,0.027370193,0.56694204,0.732255004,0.303599936
0,0.540125274,0.21698024,0.016606924,0.000451949,0.264379793,0.632716333,0.379104104,0.17114094,0.396485833,0.802836624,0.840696027,0.028528508,0.568291503,0.732394126,0.303404643
0,0.5150704,0.210645741,0.022566057,0.000436677,0.263972617,0.624429802,0.378454336,0.166706885,0.39398702,0.790519359,0.839500564,0.025818056,0.506546641,0.732424579,0.303427363
0,0.52877563,0.215751158,0.026347233,0.000444487,0.264020017,0.631935179,0.372762999,0.170786517,0.393331223,0.800033865,0.840327583,0.02730973,0.566817101,0.737199526,0.303531777
0,0.52797259,0.20884939,0.014897833,0.000432659,0.26380555,0.629610553,0.373364677,0.164278712,0.388571041,0.784318912,0.839279504,0.026551968,0.563684231,0.734254254,0.303469902
0,0.551474918,0.222558381,0.024199525,0.000445985,0.264074411,0.631116012,0.374562441,0.176841867,0.403360394,0.808047123,0.840949758,0.026914093,0.565683495,0.735271197,0.303435339
0,0.53027464,0.218114777,0.003947548,0.000447307,0.264047214,0.631384844,0.372542682,0.172151421,0.393930486,0.803444357,0.840487618,0.027082289,0.566246743,0.732314156,0.303849611
0,0.545532416,0.220100217,0.038053753,0.000446134,0.264046437,0.631979356,0.377393012,0.175944499,0.393873951,0.802988533,0.840659115,0.027189898,0.566538812,0.736059517,0.303461201
0,0.589217838,0.234943746,0.065716835,0.000466173,0.26397961,0.630925946,0.374286206,0.189993213,0.424142376,0.827984673,0.842318562,0.026870882,0.565511873,0.733875072,0.303517275
0,0.563092243,0.225772903,0.02447177,0.000444512,0.26415367,0.630666703,0.370275765,0.180966745,0.394303611,0.818485753,0.841489101,0.026803341,0.565215833,0.734704963,0.3035151
0,0.537769688,0.219816583,0.010330172,0.000448605,0.264057316,0.630635882,0.369637181,0.175529749,0.397130323,0.805047866,0.840673489,0.02679642,0.565183368,0.733452771,0.303661811
0,0.574281278,0.236078283,0.045661479,0.000455193,0.263969508,0.630678004,0.370900929,0.189088304,0.405226024,0.824062232,0.841955022,0.026806308,0.565229617,0.740334164,0.303513166
0,0.576369185,0.227569254,0.030733397,0.000466323,0.264203402,0.631151286,0.374071481,0.181275922,0.394269691,0.814382786,0.841555087,0.026944775,0.565797914,0.732352767,0.303500598
0,0.535895926,0.218587501,0.037025273,0.000452822,0.263949305,0.634200559,0.388757792,0.173772717,0.395027249,0.798860819,0.840439916,0.028875132,0.568501828,0.735092834,0.303487304
0,0.558862894,0.226907441,0.052603718,0.000466397,0.264002145,0.632020109,0.384182579,0.180295604,0.398611519,0.809426008,0.841654699,0.027327058,0.566853877,0.729936275,0.303475703
0,0.53611007,0.216885695,0.009029448,0.000429814,0.264007584,0.633413241,0.378162444,0.170447176,0.391307297,0.799686702,0.840407766,0.029027307,0.568580178,0.729940495,0.303671962
0,0.582579367,0.232485582,0.023972655,0.000445436,0.264097722,0.63073862,0.371386297,0.187225699,0.397480835,0.825485714,0.842005284,0.026820798,0.565295877,0.732912045,0.303543137
0,0.570159002,0.223598374,0.020766217,0.000461856,0.263815651,0.630946494,0.37081146,0.177437599,0.399029873,0.813768817,0.840999192,0.026872035,0.565516626,0.736924538,0.303484887
0,0.552010279,0.223692919,0.01350636,0.000459235,0.264145123,0.630832454,0.370833827,0.178998567,0.392392755,0.813607337,0.841124226,0.026844441,0.565400272,0.735152481,0.303863388
1,0.482092189,0.198354921,0.040882073,0.00039947,0.264182421,0.629581444,0.381058998,0.155697157,0.384263133,0.769318031,0.836765896,0.02653155,0.563517405,0.73360193,0.303504465
0,0.534611061,0.216507516,0.028918432,0.000423077,0.263264719,0.630162258,0.380509883,0.154596184,0.394891567,0.766035222,0.835834418,0.026664875,0.564474539,0.732067709,0.30315666
0,0.534611061,0.21896568,0.068983771,0.000441418,0.263868491,0.63220949,0.37773523,0.171020285,0.39355736,0.800260527,0.840416734,0.027606168,0.567352425,0.733538291,0.303516067
0,0.527811981,0.215467524,0.023261793,0.000447083,0.264014578,0.63073588,0.369637181,0.16990423,0.392324914,0.798238385,0.840167745,0.026827012,0.56532375,0.736165212,0.303530327
0,0.520477542,0.211118465,0.083019496,0.000431461,0.263835078,0.627381817,0.37784483,0.165138376,0.39126207,0.789635775,0.839459977,0.026352716,0.561585415,0.737125236,0.303513891
0,0.53991113,0.220856576,0.018316016,0.000440395,0.263952413,0.631146491,0.376993757,0.175092376,0.391680423,0.807176089,0.840969421,0.026937995,0.565773133,0.732169282,0.303694924
0,0.53230901,0.215845703,0.01759003,0.000444363,0.26387937,0.633714949,0.380571393,0.169791117,0.394970715,0.798076143,0.840254094,0.030297991,0.569030432,0.729573765,0.303438965
0,0.515016864,0.211402099,0.026664852,0.000437899,0.263953967,0.633548513,0.379165614,0.169851444,0.390165306,0.797369558,0.840184676,0.028796378,0.568458222,0.73398356,0.303576975
0,0.522244231,0.214427531,0.031716503,0.000454819,0.263891803,0.62513493,0.37342395,0.167815399,0.391850026,0.7939996,0.839894355,0.026171925,0.558026903,0.737992464,0.303509299
0,0.531452433,0.209983927,0.018890754,0.000431386,0.264316075,0.629999247,0.373503354,0.164587889,0.384150064,0.783431474,0.83919715,0.026632897,0.564270861,0.734422204,0.303581567
0,0.566893303,0.228892881,0.028116823,0.000452573,0.264266343,0.6307191,0.373316588,0.184435563,0.407792678,0.821700552,0.841884719,0.026817072,0.565279007,0.735259867,0.303470385
0,0.561432625,0.229176515,0.004446663,0.000447108,0.264179313,0.630908138,0.372026,0.176917276,0.39294679,0.813863909,0.841081811,0.026888369,0.565582878,0.732465895,0.304372406
0,0.542213181,0.218871135,0.038356247,0.0004378,0.263881701,0.631772852,0.375376608,0.172701908,0.393206847,0.801531632,0.840489151,0.027212239,0.566594118,0.73542467,0.303481987
0,0.564162964,0.22709653,0.091927946,0.000440095,0.263855281,0.63100026,0.374602702,0.181532313,0.412812917,0.816487687,0.841562417,0.026900931,0.565632566,0.734576498,0.303526218
0,0.5799561,0.232485582,0.027935327,0.0004651,0.264220497,0.630653005,0.370924414,0.185257522,0.394789806,0.827878672,0.842202691,0.026802025,0.565209689,0.733818241,0.30353081
0,0.524064457,0.2149948,0.009921805,0.000469492,0.263819537,0.630686908,0.369637181,0.170597994,0.396124013,0.797257394,0.84011287,0.026799695,0.565198781,0.733069831,0.303470627
0,0.543551582,0.224165642,0.055235416,0.000426396,0.264010692,0.630741017,0.37143886,0.182799186,0.397887881,0.819658694,0.841633707,0.026824352,0.565311855,0.739275228,0.303568757
0,0.57181862,0.229554694,0.031414009,0.000455193,0.263824976,0.63075951,0.373075022,0.186675213,0.394303611,0.820055304,0.841928855,0.026825869,0.565318649,0.733184822,0.303523801
0,0.53557471,0.223692919,0.042560915,0.000455567,0.263975725,0.632532431,0.388174008,0.175130081,0.392901563,0.801809219,0.840837168,0.027873465,0.567707912,0.735948111,0.303568274
0,0.55864875,0.228609246,0.058577975,0.000471488,0.264078296,0.63133279,0.379728149,0.182980167,0.398238394,0.813709224,0.841840223,0.027004288,0.566004087,0.731892447,0.303522351
0,0.53760908,0.219343859,0.009120196,0.000435204,0.263922108,0.631712237,0.378279872,0.172422894,0.389735646,0.804306892,0.840877346,0.02722007,0.566613111,0.730787918,0.303921396
0,0.582579367,0.231351045,0.024290273,0.000459834,0.264003699,0.630687251,0.370081171,0.185928663,0.397639131,0.826247035,0.841891527,0.026809125,0.56524264,0.733560753,0.303532502
0,0.55334868,0.220100217,0.018512637,0.000466447,0.264137352,0.631054027,0.374115097,0.17470779,0.396429298,0.807092788,0.840791674,0.026911276,0.56567269,0.736685383,0.303505432
0,0.544889983,0.221802023,0.011918266,0.000443963,0.263956298,0.630819098,0.371381824,0.176600558,0.391556048,0.809635499,0.840917382,0.026842995,0.565394013,0.735581972,0.303859279
1,0.555329514,0.22511109,0.055462287,0.000473834,0.264026233,0.632880029,0.381969343,0.180544454,0.395943104,0.805041237,0.841229458,0.027821365,0.567645767,0.731809822,0.303419145
1,0.523850313,0.214616621,0.018754632,0.000433008,0.264057316,0.641335735,0.38626273,0.169361285,0.399990955,0.796483203,0.840113834,0.03570033,0.569662937,0.729344308,0.303433406
0,0.559933615,0.237590999,0.020327601,0.000477302,0.264330839,0.631414981,0.377516032,0.18963879,0.402331471,0.821649762,0.842223704,0.026997024,0.565979965,0.732459248,0.303817223
0,0.589271374,0.252434528,0.031202263,0.000484614,0.264347934,0.631347516,0.3767466,0.194329236,0.398125325,0.825518796,0.842508346,0.027064739,0.566194627,0.732650141,0.303702416
0,0.499544944,0.208093032,0.009846182,0.000433408,0.263447327,0.65646498,0.373530195,0.166948194,0.385167681,0.79411053,0.839915446,0.026101246,0.555682113,0.732257392,0.303564648
0,0.497510573,0.201096719,0.025923741,0.000421055,0.263392156,0.629720826,0.374650792,0.155342734,0.38853712,0.777633778,0.838345053,0.026613844,0.564142469,0.730838746,0.303385307
0,0.559505327,0.220383852,0.027965576,0.000447806,0.264012246,0.631660183,0.373875768,0.173101576,0.393568666,0.804214862,0.840668588,0.027163318,0.566470761,0.735435065,0.303511716
0,0.508913753,0.211496644,0.016909418,0.000424075,0.263267051,0.630579718,0.369637181,0.165982958,0.387485584,0.791033964,0.839788159,0.026784149,0.565124759,0.735029696,0.303531777
0,0.532951443,0.216129337,0.025379252,0.000448655,0.263770582,0.630612594,0.369637181,0.170024885,0.392822415,0.79836826,0.840174885,0.02679124,0.565158794,0.734894015,0.303526218
0,0.586594571,0.230594687,0.026090113,0.000458487,0.263880147,0.630809509,0.371724042,0.184797527,0.452432102,0.823788524,0.841691077,0.026837043,0.565368085,0.733614704,0.303488996
0,0.545157664,0.217074785,0.040428332,0.000426895,0.263352527,0.630676977,0.369637181,0.172815021,0.397232084,0.802361524,0.840416165,0.02680573,0.565226937,0.73502499,0.303533469
0,0.54167782,0.215940248,0.021734198,0.000503005,0.264372023,0.631560527,0.376518454,0.178131363,0.418963841,0.812159515,0.841479536,0.027180106,0.566514035,0.733691462,0.303481987
0,0.535253493,0.216696606,0.00739598,0.000454245,0.263713857,0.633124546,0.37533411,0.171073071,0.392799801,0.801425262,0.840446458,0.028934008,0.568533025,0.733886335,0.303649484
0,0.53557471,0.217831143,0.019631865,0.000431162,0.263683552,0.631772168,0.373501117,0.173124199,0.393693042,0.802731335,0.840526611,0.027171077,0.566490886,0.735292038,0.303531052
0,0.429573318,0.181431408,0.012523254,0.0003691,0.26283967,0.630369789,0.376540821,0.143669407,0.384726714,0.719703518,0.833423653,0.026720105,0.564795187,0.727739873,0.303124756
0,0.531452433,0.208282122,0.021855196,0.000420556,0.263846734,0.654476651,0.378010347,0.167589171,0.393263382,0.79239256,0.839698384,0.024330355,0.573989743,0.731415576,0.303421804
0,0.506986455,0.20487851,0.029432672,0.000426495,0.263435671,0.630234175,0.372957594,0.159716462,0.389091156,0.780554329,0.838868677,0.026788158,0.565144055,0.733788068,0.303488755
0,0.571176187,0.218776591,0.021204834,0.000439996,0.263933764,0.631424912,0.371992449,0.173780258,0.392777187,0.806317964,0.840691692,0.027033526,0.566098457,0.735279999,0.303541203
0,0.542427325,0.221045665,0.028147073,0.000582785,0.263615948,0.6307191,0.369740071,0.176329085,0.392155311,0.874451641,0.845345119,0.026817418,0.565280579,0.738855855,0.303636433
0,0.547459714,0.221802023,0.00842446,0.000491102,0.264137352,0.630830742,0.373319943,0.188884699,0.397582597,0.834655161,0.842606977,0.026796803,0.565185176,0.737246611,0.304328658
0,0.576101504,0.247234566,0.026574103,0.000516805,0.264298203,0.631603677,0.377817989,0.186124727,0.398419303,0.820394363,0.842175751,0.027122881,0.566362234,0.732016032,0.303672204
0,0.589164302,0.241278245,0.01681867,0.00051436,0.264922955,0.631321146,0.376352937,0.188666013,0.392347527,0.834540474,0.843125731,0.027052055,0.566156095,0.731037657,0.304080192
0,0.585791531,0.22908197,0.028419317,0.000482767,0.264048768,0.630833824,0.372370455,0.182655908,0.399629135,0.826485765,0.842012823,0.026853984,0.565441158,0.736306648,0.303526943
0,0.573745918,0.231161955,0.053208706,0.000460858,0.264050322,0.631380735,0.37718276,0.185528995,0.395954411,0.817782345,0.842020324,0.02701137,0.566027343,0.73468214,0.303519209
0,0.555008298,0.226623806,0.022172815,0.000465299,0.263807104,0.631233134,0.37074324,0.180687731,0.399696977,0.813022466,0.841162365,0.026963179,0.565863805,0.73809,0.303480537
0,0.581133894,0.237780089,0.045616105,0.000498514,0.263983495,0.631002657,0.372542682,0.193167936,0.396282309,0.831351886,0.842673716,0.026906448,0.565654055,0.737802031,0.303548454
0,0.523314953,0.212442091,0.050728254,0.000442965,0.263835855,0.624126724,0.373675581,0.166940653,0.392177925,0.791851948,0.839741926,0.025964301,0.547035872,0.733819501,0.303498181
1,0.522030087,0.207809398,0.019586491,0.000425073,0.263814874,0.626939357,0.377511558,0.164406907,0.389656498,0.784648939,0.83888655,0.026125058,0.556566839,0.730704652,0.303523318
0,0.573638846,0.243830954,0.026574103,0.000473285,0.264294317,0.631049575,0.37594809,0.19510595,0.414181045,0.824914279,0.842301738,0.026925897,0.565728214,0.733925189,0.303741572
0,0.563252851,0.237023731,0.029311675,0.000464027,0.264081404,0.631179367,0.37664371,0.189601086,0.400703286,0.816293759,0.84173294,0.026963159,0.565863735,0.73405277,0.303632324
0,0.528079662,0.217074785,0.011237654,0.000462405,0.264104716,0.631805044,0.372925162,0.171736671,0.400511069,0.800562579,0.840346046,0.027243084,0.566667784,0.734849119,0.303514616
0,0.520959366,0.212063912,0.023019798,0.000449154,0.264176205,0.634944384,0.375120503,0.169006862,0.392110083,0.796094757,0.840054325,0.047108615,0.569948116,0.73528775,0.303520901
0,0.564858932,0.226718351,0.027980701,0.000467196,0.264065863,0.630856769,0.377072043,0.17918709,0.393907872,0.811876396,0.841481127,0.026865111,0.56548796,0.738808673,0.303609121
0,0.537180791,0.221045665,0.019541117,0.000448256,0.263985049,0.630671155,0.371028422,0.177950381,0.400533683,0.81149996,0.840959642,0.026806953,0.565232608,0.735040037,0.303602836
0,0.522511912,0.211307554,0.034680944,0.000439347,0.263863052,0.62932905,0.372737277,0.166721967,0.39144298,0.791668826,0.839725062,0.026482049,0.563075143,0.737147149,0.303503015
0,0.542106108,0.219911128,0.027723581,0.000461456,0.263643145,0.631016698,0.373312114,0.176140563,0.435969336,0.808565728,0.840890283,0.026884937,0.56556911,0.732655894,0.30345685
0,0.602869533,0.241845514,0.055855529,0.000468294,0.264417092,0.630612252,0.369637181,0.194472513,0.441543611,0.833022416,0.842285933,0.026791157,0.565158396,0.737825904,0.303517275
0,0.51330371,0.204783965,0.022717304,0.000383449,0.263371953,0.62966021,0.383786679,0.156172234,0.404592841,0.768874463,0.836133758,0.026533775,0.563535999,0.732043632,0.303135391
0,0.540660635,0.220289307,0.00967981,0.000453172,0.263937649,0.631107793,0.372456568,0.175484503,0.399606522,0.806505,0.840709771,0.026912397,0.565676998,0.733964825,0.303744472
0,0.542695005,0.221612934,0.022566057,0.000447806,0.263985049,0.631102999,0.371752001,0.175318603,0.396497139,0.806598562,0.840743461,0.02691797,0.565698279,0.736872436,0.30350519
0,0.533861556,0.2149948,0.006790992,0.000444088,0.263885586,0.634238915,0.373610717,0.16906719,0.390142692,0.796533251,0.840082673,0.032230572,0.569377552,0.729876473,0.303644167
0,0.600299802,0.242790962,0.026211111,0.000514859,0.264432633,0.630828002,0.372850231,0.193002036,0.398690667,0.832646979,0.842761017,0.026848252,0.565416685,0.73266937,0.303678005
